Course Name,University,Difficulty Level,Course Rating,Course URL,Skills
Practical Machine Learning,Johns Hopkins University,Beginner,4.4,https://www.coursera.org/learn/practical-machine-learning,Machine Learning Algorithms Human Learning Random Forest modeling randomness decision tree forest Machine Learning predictive modelling Algorithms data-science machine-learning
Practical Machine Learning,Johns Hopkins University,Beginner,4.4,https://www.coursera.org/learn/practical-machine-learning,Machine Learning Algorithms Human Learning Random Forest modeling randomness decision tree forest Machine Learning predictive modelling Algorithms data-science machine-learning
Web Application Security Testing with OWASP ZAP,Coursera Project Network,Beginner,4.2,https://www.coursera.org/learn/web-application-security-testing-with-owsap-zap,owasp zap uniform resource locator penetration test web application security security Software Security owasp internet security web application web computer-science computer-security-and-networks
Teaching Character and Creating Positive Classrooms,Relay Graduate School of Education,Beginner,4.7,https://www.coursera.org/learn/teaching-character,psychology educational psychology pedagogy educational therapy psychology of self education teaching mindfulness teacher training ideal age social-sciences education
Front-End JavaScript Frameworks: Angular,The Hong Kong University of Science and Technology,Advanced,4.6,https://www.coursera.org/learn/angular,Front-End Web Development materials Web Development reactive programming Angular Computer Programming typescript web angularjs Javascript computer-science mobile-and-web-development
Developing the Opportunity for Corporate Entrepreneurs,"University of Maryland, College Park",Beginner,4.2,https://www.coursera.org/learn/corporate-entrepreneurs-opportunity,mature technology Opportunity Identification corporate bond Customer Relationship Management Entrepreneurship Planning Innovation attention semigroup action enabling business entrepreneurship
TensorFlow for AI: Get to Know Tensorflow,Coursera Project Network,Advanced,4.7,https://www.coursera.org/learn/tensorflow-for-ai-get-to-know-tensorflow,Python Programming entry point exercise project mine Machine Learning Test Set project Tensorflow euler's totient function Loss Function data-science machine-learning
Software Processes and Agile Practices,University of Alberta,Beginner,4.7,https://www.coursera.org/learn/software-processes-and-agile-practices,lean software development process kanban software development process software Software Engineering Leadership and Management scrum (software development) unified process Agile Software Development computer-science design-and-product
"Brand Management: Aligning Business, Brand and Behaviour",University of London,Intermediate,4.9,https://www.coursera.org/learn/brand,Marketing brand Leadership and Management brand equity brand marketing Culture employment Brand Management Brand Identity stock business entrepreneurship
On Premises Installation and Fundamentals with Google Cloud's Apigee API Platform,Google Cloud,Conversant,4.7,https://www.coursera.org/learn/onprem-fundamentals-apigee-gcp,cloud computing security solution stack Planning Cloud Platforms openjdk Google Cloud Platform application programming interfaces Scaling node.js protein data bank (file format) computer-science software-development
"Business Intelligence Concepts, Tools, and Applications",University of Colorado System,Advanced,4.3,https://www.coursera.org/learn/business-intelligence-tools,Data Visualization balanced scorecard performance measurement critical success factor openfabrics alliance Business Intelligence SQL Data Warehousing MicroStrategy Performance Management data-science data-analysis
Cybersecurity and Mobility,University System of Georgia,Beginner,4.4,https://www.coursera.org/learn/cybersecurity-mobility,security global workforce internet of things smartphones wireless lan internet global openfabrics alliance sap erp Mobile Security computer-science computer-security-and-networks
Create UI in Unity Part 1 - Screen Overlay Canvas,Coursera Project Network,Advanced,4.8,https://www.coursera.org/learn/create-ui-unity-screen-overlay-canvas,head-up display null coalescing operator project display devices Video Editing video game development Writing run time (program lifecycle phase) modulo operation user fee computer-science software-development
Organisational behaviour: Know your people,Macquarie University,Intermediate,4.8,https://www.coursera.org/learn/organisational-behaviour-know-your-people,Leadership and Management behavior thought psychology Decision Making leadership organizational behavior content theory Human Resources conflict (process) business leadership-and-management
Chemerinsky on Constitutional Law ï¿½ Individual Rights and Liberties,"University of California, Irvine",Beginner,4.9,https://www.coursera.org/learn/chemerinsky-individual-rights,process c dynamic memory allocation Art History statistical classification constitution speech law exercise doctrine privacy social-sciences law
Create Power-Ups and Obstacles with C# in Unity,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/create-power-ups-obstacles-c-sharp-unity,Software Engineering project healing c sharp (programming language) matching video game development english language c++ boolean data type Writing computer-science software-development
Supply Chain Management: A Learning Perspective,Korea Advanced Institute of Science and Technology(KAIST),Beginner,4.7,https://www.coursera.org/learn/supply-chain-management,supply chain inventory value chain Global Supply Chain Management supply chain management Strategy chaining global process Leadership and Management business business-strategy
Linear Circuits 1: DC Analysis,Georgia Institute of Technology,Beginner,4.5,https://www.coursera.org/learn/linear-circuits-dcanalysis,analysis Electrical Engineering principle Switches linearity energy electronics Digital Multimeters Electronic Circuits sources physical-science-and-engineering electrical-engineering
3D Printing Applications,University of Illinois at Urbana-Champaign,Intermediate,4.5,https://www.coursera.org/learn/3d-printing-applications,.properties manufacturing process management purchasing design thinking education rapid prototyping printmaking reason 3D Printing intellectual property business entrepreneurship
Intro to Scheduling with When I Work,Coursera Project Network,Beginner,4.6,https://www.coursera.org/learn/intro-to-scheduling-with-when-i-work,Entrepreneurship employment schedule Benefits organizing (management) leadership payroll project Strategy Project Management business leadership-and-management
Understanding the Brain: The Neurobiology of Everyday Life,The University of Chicago,Intermediate,4.9,https://www.coursera.org/learn/neurobiology,neurological disorders euler's totient function hearing anatomy neuroscience Human Learning neurobiology memory neurology neuron (software) life-sciences basic-science
Image Compression and Generation using Variational Autoencoders in Python,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/image-compression-generation-vae,Autoencoder Test Set Studentized Residual project Python Programming Computer Programming mimics image processing use case Machine Learning data-science machine-learning
American Deaf Culture,University of Houston,Beginner,4.5,https://www.coursera.org/learn/deaf-culture,language acquisition sign language deaf culture American Sign Language Culture deafness deaf education audism Communication audiology language-learning learning-english
Optimize TensorFlow Models For Deployment with TensorRT,Coursera Project Network,Advanced,4.7,https://www.coursera.org/learn/tensorflow-tensorrt,project mine Machine Learning mathematical optimization inference throughput modeling Python Programming Deep Learning Tensorflow performance data-science machine-learning
Non-Communicable Diseases in Humanitarian Settings,University of Copenhagen,Beginner,4.8,https://www.coursera.org/learn/non-communicable-diseases-in-humanitarian-settings,disasters non-communicable disease emergency humanitarian crisis disease Risk Factor hamper risk factors Risk life-sciences public-health
Reliable Google Cloud Infrastructure: Design and Process,Google Cloud,Beginner,4.7,https://www.coursera.org/learn/cloud-infrastructure-design-process,Google Cloud Platform Cloud Platforms Cloud Computing process security Cloud Infrastructure deployment environment site reliability engineering architecture reliability engineering information-technology cloud-computing
Healthcare Organizations and the Health System,Rutgers the State University of New Jersey,Advanced,4.6,https://www.coursera.org/learn/healthcare-organizations-health-system,poster computer files p-rep health system public health portable document format electronics Healthcare Management oncology Leadership and Management life-sciences healthcare-management
Financing Infrastructure in African Cities,Erasmus University Rotterdam,Beginner,4.7,https://www.coursera.org/learn/financing-infrastructure-in-african-cities,cost Local Government principle decision-making software income revenue Finance Communication Decision Making structured finance social-sciences governance-and-society
Visual Machine Learning with Yellowbrick,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/machine-learning-visualization,Algorithm Selection Algorithms randomness hyperparameter opaque pointer Random Forest Regression Machine Learning Python Programming linearity data-science machine-learning
Create a Memory Puzzle Game in Python Using Pygame,Coursera Project Network,Beginner,4.3,https://www.coursera.org/learn/create-memory-puzzle-game-in-python-using-pygame,mod (video gaming) project pygame Graphic Design logic Python Programming logic gate Computer Programming euler's totient function c dynamic memory allocation computer-science software-development
"Responsive Website Basics: Code with HTML, CSS, and JavaScript",University of London,Intermediate,4.5,https://www.coursera.org/learn/website-coding,jquery web HTML and CSS responsive web design Javascript Web Development CSS Web Design HTML5 html computer-science mobile-and-web-development
Age of Jefferson,University of Virginia,Beginner,4.6,https://www.coursera.org/learn/ageofjefferson,thought history interpretation plantation man ageing constitution quoting out of context future generation religion arts-and-humanities history
Children Acquiring Literacy Naturally,"University of California, Santa Cruz",Intermediate,4.3,https://www.coursera.org/learn/children-literacy,child linguistics psycholinguistics relative change and difference speech perception Child Psychology language cognitive linguistics infant Writing life-sciences psychology
Practical Time Series Analysis,The State University of New York,Intermediate,4.5,https://www.coursera.org/learn/practical-time-series-analysis,autoregressive model Time Series Time Series Forecasting series a round time series models Autoregressive Integrated Moving Average Time Series Analysis Forecasting analysis modeling data-science probability-and-statistics
Mathematical Thinking in Computer Science,University of California San Diego,Intermediate,4.2,https://www.coursera.org/learn/what-is-a-proof,logic puzzle mathematical induction Algorithms proof theory Permutations Problem Solving Discrete Mathematics Mathematics mathematical logic computer-science algorithms
Writing and Editing: Word Choice and Word Order,University of Michigan,Beginner,4.6,https://www.coursera.org/learn/writing-editing-words,Writing punctuation Legal Writing english grammar editing persuasive writing grammar choice Proofreading creative writing personal-development personal-development
Tableau Public for Project Management and Beyond,Coursera Project Network,Intermediate,4.8,https://www.coursera.org/learn/tableau-public-for-project-management-and-beyond,Project Management predictive analytics Chart tooltip saving project Leadership and Management cleaning Business Intelligence tableau software business leadership-and-management
Automating Real-World Tasks with Python,Google,Advanced,4.7,https://www.coursera.org/learn/automating-real-world-tasks-python,test automation Google Cloud Platform build automation Computer Programming github software Cloud Computing web portable document format Python Programming information-technology cloud-computing
Internet of Things: Communication Technologies,University of California San Diego,Intermediate,4.5,https://www.coursera.org/learn/internet-of-things-communication,android (operating system) Web Development internet latex voip phone codecs arduino voice over ip entry point internet of things computer-science computer-security-and-networks
Writing in First Person Point of View,Wesleyan University,Advanced,4.6,https://www.coursera.org/learn/first-person-pov,Poetry Writing dialog box film Fiction Writing Storytelling Writing creative writing maximization (psychology) essay writing analysis arts-and-humanities music-and-art
Fundamentals of Visualization with Tableau,"University of California, Davis",Beginner,4.4,https://www.coursera.org/learn/data-visualization-tableau,presentation Visualization (Computer Graphics) tableau software analysis Data Analysis sources Storytelling software Computer Graphics Data Visualization data-science data-analysis
Building Modern Java Applications on AWS,Amazon Web Services,Advanced,4,https://www.coursera.org/learn/building-modern-java-applications-on-aws,application programming interfaces mathematical optimization euler's totient function https Kubernetes command-line interface event-driven architecture modeling Benefits Amazon Web Services information-technology cloud-computing
Building Your Career in Music: Developing A Brand and Funding Your Music,Berklee College of Music,Conversant,4.3,https://www.coursera.org/learn/navigate-music-industry-independent-artist,music Communication partnership business partner funds brand ordered pair Benefits career project arts-and-humanities music-and-art
Power Onboarding,Northwestern University,Intermediate,4.2,https://www.coursera.org/learn/power-onboarding,onboarding workload Emotional Intelligence Peer Review Planning career news modeling Mergers & Acquisitions Dividends business leadership-and-management
Introduction to Cloud Identity,Google Cloud,Beginner,4.5,https://www.coursera.org/learn/cloud-identity,Cloud Management Cloud Computing security assertion markup language Leadership and Management Cloud Applications user (computing) identity management Software As A Service security cloud computing security information-technology cloud-computing
Bayesian Statistics: From Concept to Data Analysis,"University of California, Santa Cruz",Beginner,4.4,https://www.coursera.org/learn/bayesian-statistics,Bayesian Inference General Statistics Bayes' Theorem analysis probability Bayesian prior probability inference conjugate prior Bayesian Statistics data-science probability-and-statistics
Creating Custom Callbacks in Keras,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/custom-callbacks-keras,callback (computer programming) Keras mathematical optimization Tensorflow internet Machine Learning Python Programming euler's totient function project graphs data-science machine-learning
Cybersecurity and the Internet of Things,University System of Georgia,Beginner,4.6,https://www.coursera.org/learn/iot-cyber-security,security cyber-security regulation privacy internet Risk internet of things home openfabrics alliance show me! home directory computer-science computer-security-and-networks
Create an FPS Weapon in Unity (Part 2 - Firing Effects),Coursera Project Network,Advanced,Not Calibrated,https://www.coursera.org/learn/create-fps-weapon-unity-firing-effects,java annotation Writing tostan ordered pair validated learning prince2 project teaching method work (project management) hole computer-science software-development
Intimacy of Creativity: Entering the Minds of Composers,The Hong Kong University of Science and Technology,Intermediate,4.7,https://www.coursera.org/learn/intimacy-creativity-entering-minds-composers,piano Creativity principle jazz Poetry Writing bible suicide intervention chord music harmony arts-and-humanities music-and-art
Understanding child development: from synapse to society,Utrecht University,Intermediate,4.5,https://www.coursera.org/learn/child-development,language development child development educational practices pediatrics developmental psychology child childhood educational psychology early childhood Child Psychology social-sciences education
Doing Business in Europe,ESCP Business School,Beginner,4.3,https://www.coursera.org/learn/doing-business-in-europe,law cultural intelligence regulation s-k financial centre negotiation theory E-Commerce Retail Management chaining go to market market (economics) business business-strategy
Python Programming: A Concise Introduction,Wesleyan University,Advanced,4.6,https://www.coursera.org/learn/python-programming-introduction,Python Programming Databases ipython language syntax semantics Computer Programming python libraries Problem Solving python syntax and semantics computer-science software-development
My Favorite Lectures @ HKUST,The Hong Kong University of Science and Technology,Advanced,5,https://www.coursera.org/learn/my-favorite-lectures-hkust,fundraising teaching Creativity Anthropology resource philosophy Communication interpretation lecture biological anthropology social-sciences education
Performing Data Definition and Manipulation in SQL,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/performing-data-definition-and-manipulation-in-sql,relative change and difference jpeg SQL Data Manipulation Continuous Function truncation upload table (database) download Databases data-science data-analysis
Object Oriented Programming in Java,University of California San Diego,Beginner,4.7,https://www.coursera.org/learn/object-oriented-java,object-oriented programming java applet Algorithms Computer Programming Java Programming sorting applet polymorphism (computer science) java (software platform) sorting algorithm computer-science software-development
Object Oriented Programming in Java,University of California San Diego,Beginner,4.7,https://www.coursera.org/learn/object-oriented-java,object-oriented programming java applet Algorithms Computer Programming Java Programming sorting applet polymorphism (computer science) java (software platform) sorting algorithm computer-science software-development
Children's Human Rights - An Interdisciplinary Introduction,University of Geneva,Beginner,4.7,https://www.coursera.org/learn/childrens-rights,child welfare justice psychologies child international law child protection children's rights Child Psychology law humanitarian social-sciences law
Data Management and Visualization,Wesleyan University,Advanced,4.3,https://www.coursera.org/learn/data-visualization,language Data Management General Statistics Data Visualization Computer Programming Python Programming Frequency Distribution analysis Data Analysis Leadership and Management data-science data-analysis
Improving Your Statistical Questions,Eindhoven University of Technology,Beginner,4.9,https://www.coursera.org/learn/improving-statistical-questions,General Statistics Null Hypothesis statistical hypothesis testing Estimation p-value approximation error publication bias interpretation a priori effect size data-science probability-and-statistics
Business Transformation with Google Cloud,Google Cloud,Beginner,4.7,https://www.coursera.org/learn/business-transformation-google-cloud,leadership security Microsoft Excel Project Management Cloud Computing business case Innovation Strategy Business Transformation cloud computing security business business-strategy
Inspiring and Motivating Individuals,University of Michigan,Intermediate,4.7,https://www.coursera.org/learn/motivate-people-teams,Communication employee motivation performance performance appraisal Leadership and Management Leadership Development team management motivation leadership employment business leadership-and-management
"Android App Components - Intents, Activities, and Broadcast Receivers",Vanderbilt University,Advanced,4,https://www.coursera.org/learn/androidapps,Computer Programming software Operating Systems android studio Broadcast Java Programming concurrent computing Software Engineering Android Development Mobile Development computer-science mobile-and-web-development
Averaged-Switch Modeling and Simulation,University of Colorado Boulder,Advanced,4.5,https://www.coursera.org/learn/averagedswitchmodelingandsimulation,electronic circuit simulation Switches power electronics modeling and simulation Matlab simulation Average Electrical Engineering euler's totient function modeling physical-science-and-engineering electrical-engineering
Compare time series predictions of COVID-19 deaths,Coursera Project Network,Beginner,5,https://www.coursera.org/learn/compare-time-series-predictions-of-covid19-deaths,Python Programming modeling analysis project Time Series a t.i.m.e. Training Machine Learning death Time Series Analysis data-science machine-learning
Scheduling Selenium TestNG tests via Jenkins CI/CD tool,Coursera Project Network,Beginner,4.1,https://www.coursera.org/learn/scheduling-selenium-testng-tests-via-ci-cd-tools-jenkins,version control jenkins (software) selenium DevOps github test automation running source code Software Testing schedule computer-science software-development
Build a Simple App in Android Studio with Java,Coursera Project Network,Beginner,4.4,https://www.coursera.org/learn/build-app-android-studio-java,Java Programming java (software platform) Mobile Development software Python Programming Software Engineering Android Development project Computer Programming android studio computer-science mobile-and-web-development
Circadian clocks: how rhythms structure life,Ludwig-Maximilians-Universitï¿½t Mï¿½nchen (LMU),Beginner,4.7,https://www.coursera.org/learn/circadian-clocks,evolution physiology pathology bacteria chronobiology gene circadian rhythm metabolism sleep (system call) sleep life-sciences basic-science
Conversational English Skills,Tsinghua University,Advanced,4.5,https://www.coursera.org/learn/conversational-english-skills,english grammar interpersonal communication english language eating mother speech Communication language listening Culture language-learning learning-english
Analysis of Business Problems,IESE Business School,Beginner,4.7,https://www.coursera.org/learn/analysis-business-problem-iese,at-will employment management process Operations Management Leadership and Management Customer Relationship Management Benefits Decision Making Influencing analysis Marketing business marketing
Inferential Statistical Analysis with Python,University of Michigan,Beginner,4.1,https://www.coursera.org/learn/inferential-statistical-analysis-python,Confidence Interval statistical inference statistical hypothesis testing confidence General Statistics hypothesis Python Programming inference hypothesis testing Statistical Analysis data-science data-analysis
Create Interactive Dashboards with Streamlit and Python,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/interactive-dashboards-streamlit-python,General Statistics inequality (mathematics) Web Development Python Programming web calibration Plotly Data Visualization Computer Programming interactivity data-science data-analysis
Biochemical Principles of Energy Metabolism,Korea Advanced Institute of Science and Technology(KAIST),Intermediate,4.8,https://www.coursera.org/learn/energy-metabolism,energy enzyme metabolism citric acid cycle beta oxidation biochemistry glycolysis principle photosynthesis bioenergetics life-sciences basic-science
Global Statistics - Composite Indices for International Comparisons,University of Geneva,Intermediate,4.7,https://www.coursera.org/learn/global-statistics,elasticity of substitution imputation (statistics) index measurement Target Market recursively enumerable set Tariffs youth General Statistics global data-science data-analysis
Blockchain Opportunities Beyond Crypto Assets,Association of International Certified Professional Accountants,Advanced,Not Calibrated,https://www.coursera.org/learn/blockchain-opportunities-beyond-crypto-assets,digital identity throughput Accounting cryptocurrency BlockChain Cryptography asset Databases fee zero-knowledge proof information-technology security
"Interpersonal, Developmental, and Evolutionary Perspectives of the Mind",University of Colorado Boulder,Advanced,4.1,https://www.coursera.org/learn/mind-machine-perspectives,Machine Learning Game Theory integration by substitution Computer Vision autonomous agent decision tree evolutionary game theory agent-based model trigonometric substitution mind body problem computer-science algorithms
Accounting Analysis I: The Role of Accounting as an Information System,University of Illinois at Urbana-Champaign,Intermediate,4.9,https://www.coursera.org/learn/accounting-information-system,Accounting Financial Accounting Accounting Analysis Account Analysis financial statement analysis Finance revenue revenue recognition international financial reporting standards business business-essentials
Advanced Functional Ceramics,Yonsei University,Conversant,4.7,https://www.coursera.org/learn/Advanced-functional-ceramics,materials electronics dental materials oxygen euler's totient function thinning protocol for web description resources performance Chemical Engineering biomaterials physical-science-and-engineering environmental-science-and-sustainability
Solving Algorithms for Discrete Optimization,The University of Melbourne,Advanced,4.8,https://www.coursera.org/learn/solving-algorithms-discrete-optimization,linear programming local consistency Algorithms cutting-plane method simplex algorithm simulated annealing discrete optimization mathematical optimization constraint programming solver computer-science software-development
Build A Google Firebase Web App (Part II),Coursera Project Network,Advanced,4.6,https://www.coursera.org/learn/build-firebase-webapp-2,authentication web project interfaces security project mine javascript framework Javascript Writing web application computer-science mobile-and-web-development
Getting Started with R,Coursera Project Network,Advanced,4.3,https://www.coursera.org/learn/getting-started-with-r,rstudio data type user (computing) project mine R Programming language Machine Learning Microsoft Excel Data Structures project data-science data-analysis
JavaScript Strings: Properties and Methods,Coursera Project Network,Beginner,5,https://www.coursera.org/learn/javascript-strings-properties-methods,.properties hold project concatenation ternary conditional operator holding value extract Computer Programming text corpus text editors computer-science mobile-and-web-development
Coaching Practices,"University of California, Davis",Beginner,4.7,https://www.coursera.org/learn/coaching-practices,employment thought process performance life coaching coaching supervision Human Resources Leadership and Management Culture business leadership-and-management
"Java Inheritance, Composition and Aggregation",Coursera Project Network,Beginner,5,https://www.coursera.org/learn/java-inheritance-composition-and-aggregation,child is-a Computer Programming parent ordered pair user (computing) parenting project code reuse inheritance (object-oriented programming) computer-science software-development
"Element, Class, and ID Selectors in CSS",Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/element-class-and-id-selectors-in-css,text corpus Web Development Big Data divestment Accuracy And Precision Javascript html syntax CSS linguistics computer-science mobile-and-web-development
Aromatherapy: Clinical Use of Essential Oils,University of Minnesota,Intermediate,4.8,https://www.coursera.org/learn/aromatherapy-clinical-use-essential-oils,medicine cosmetics ayurveda oil anxiety aromatherapy herbal herbalism safety massage life-sciences research
Aromatherapy: Clinical Use of Essential Oils,University of Minnesota,Intermediate,4.8,https://www.coursera.org/learn/aromatherapy-clinical-use-essential-oils,medicine cosmetics ayurveda oil anxiety aromatherapy herbal herbalism safety massage life-sciences research
Avatar Psychology for Designers,Michigan State University,Advanced,4.8,https://www.coursera.org/learn/avatar-psychology-for-designers,psychology Continuous Function personality transformed social interaction Graphic Design icm registry Video Editing attractiveness must everyday life computer-science software-development
Effective Altruism,Princeton University,Beginner,4.7,https://www.coursera.org/learn/altruism,meet remarkable people who have restructured their lives in accordance with it and think about how effective altruism can be put into practice in your own life. All the features of this course are available for free. It does not offer a certificate upon completion. philosophy ordered pair Human Resources thought choice altruism demand Decision Making ethics rationality
I/O-efficient algorithms,EIT Digital,Intermediate,4.5,https://www.coursera.org/learn/io-efficient-algorithms,binary search algorithm maximal independent set euler's totient function multiple recursion sorting daging computer data storage search tree graphs Algorithms computer-science algorithms
TensorFlow for AI: Computer Vision Basics,Coursera Project Network,Advanced,4.3,https://www.coursera.org/learn/tensorflow-for-ai-computer-vision-basics,project Deep Learning Loss Function Artificial Neural Networks Computer Vision Machine Learning ordered pair Tensorflow p-value Python Programming data-science machine-learning
Diabetes ï¿½ the Essential Facts,University of Copenhagen,Beginner,4.7,https://www.coursera.org/learn/diabetes-essential-facts,nutrition Human Learning disease diets exercise body mass index diabetes prevention gastric bypass surgery obesity life-sciences nutrition
Lesson | Video Conferencing: Face to Face but Online,Georgia Institute of Technology,Not Calibrated,4.5,https://www.coursera.org/learn/lesson-video-conferencing-face-to-face-but-online,korean language objective-c learning how to learn Video Conferencing gabe zichermann english language lesson plan c++ shrdlu speech language-learning learning-english
"Fundamentals of Operations, with Goldman Sachs 10,000 Women",Goldman Sachs,Beginner,4.6,https://www.coursera.org/learn/10k-women-7,Entrepreneurship evaluation Operations Management Process Mapping competitiveness process Business Operations online learning customer service training Revenue Operations business entrepreneurship
Corporate finance: Know your numbers 2,Macquarie University,Advanced,2.8,https://www.coursera.org/learn/corporate-finance-know-your-numbers-2,capital adequacy ratio numbers (spreadsheet) compound interest relative change and difference Finance systematic risk Enterprise Value corporate bond investment decisions capital budgeting business finance
Management of Fashion and Luxury Companies,Universitï¿½ Bocconi,Intermediate,4.7,https://www.coursera.org/learn/mafash,Strategy Leadership and Management brand Retail Management Brand Management Marketing luxury goods Brand Identity Communication modeling business leadership-and-management
Geopolitics of Europe,Sciences Po,Beginner,4.2,https://www.coursera.org/learn/geopolitics-europe,power politics crisis Influencing political science international relations numbers (spreadsheet) emerging markets political risk global Economics social-sciences governance-and-society
Acing the Product Management Interview,Advancing Women in Product,Advanced,5,https://www.coursera.org/learn/acing-product-management-interviews,process management Product Management Digital Marketing benchmarking leadership listening Leadership and Management personal advertisement interview sg&a computer-science design-and-product
"Living with Dementia: Impact on Individuals, Caregivers, Communities and Societies",Johns Hopkins University,Intermediate,4.7,https://www.coursera.org/learn/dementia-care,caring for people with dementia quality of life geriatrics psychosocial stress dementia family caregivers Strategy occupational therapy alzheimer's disease life-sciences patient-care
Annual Campaigns: Building a Case for Support,"University of California, Davis",Advanced,4.2,https://www.coursera.org/learn/annual-campaigns,telemarketing Writing fundraising laddering Strategy leadership Planning advertising mail audience Building Relationships business business-strategy
Sustainable Tourism ï¿½ promoting environmental public health,University of Copenhagen,Beginner,4.6,https://www.coursera.org/learn/sustainable-tourism,insecticide public health marine ecosystem Leadership and Management coral reef sustainability environmental health hotel sustainable tourism Solid Waste Management life-sciences basic-science
Cloud Applications,Georgia Institute of Technology,Advanced,4,https://www.coursera.org/learn/cloud-app,cloud computing architecture mobile cloud computing Cloud Engineering native cloud application Cloud Applications cloud collaboration elasticity (cloud computing) Cloud-Based Integration network administrator Cloud Infrastructure information-technology cloud-computing
Approaching Music Theory: Melodic Forms and Simple Harmony,California Institute of the Arts,Intermediate,4.6,https://www.coursera.org/learn/melodic-forms-simple-harmony,history thought harmony music jazz Poetry Writing piano human voice chord relative change and difference arts-and-humanities music-and-art
Blockchain Business Models,Duke University,Beginner,4.7,https://www.coursera.org/learn/blockchain-business-models,hashing BlockChain one-way function bitcoin Innovation cryptographic hash function ethereum cryptocurrency FinTech encryption business finance
More Chinese for Beginners,Peking University,Beginner,4.6,https://www.coursera.org/learn/more-chinese-for-beginners,listening Cooking telephone number chinese language language Writing Communication grammar chinese basic speech language-learning other-languages
Conduct Sales Projections with Seasonality in Google Sheets,Coursera Project Network,Beginner,4.9,https://www.coursera.org/learn/conduct-sales-projections-with-seasonality-google-sheets,Machine Learning spreadsheet Forecasting seasonality software modeling project Exploratory Data Analysis Spreadsheet Software Sales data-science machine-learning
Practical Predictive Analytics: Models and Methods,University of Washington,Beginner,4.1,https://www.coursera.org/learn/predictive-analytics,Machine Learning algorithmics statistical inference predictive analytics Bayesian publication bias unsupervised learning Ensemble Learning Kaggle Algorithms data-science data-analysis
Predict Sales Revenue with scikit-learn,Coursera Project Network,Beginner,4.5,https://www.coursera.org/learn/scikit-learn-simple-linear-regression,Regression Scikit-Learn project linear regression Regression Analysis Simple Linear Regression linearity Sales Python Programming revenue data-science machine-learning
Introduction to Research for Essay Writing,"University of California, Irvine",Intermediate,4.7,https://www.coursera.org/learn/introduction-to-research-for-essay-writing,language linguistics Writing english language formal language english grammar academic writing sources Note Taking essay writing arts-and-humanities music-and-art
"Transmedia Storytelling: Narrative worlds, emerging technologies, and global audiences",UNSW Sydney (The University of New South Wales),Advanced,4.7,https://www.coursera.org/learn/transmedia-storytelling,emerging technologies multimedia audience Writing Storytelling experience interactivity Strategy interactive storytelling Creativity arts-and-humanities music-and-art
Python Basics: Create a Guessing Number Game from Scratch,Coursera Project Network,Beginner,4.7,https://www.coursera.org/learn/python-basics-guess-the-number,project syntax numbers (spreadsheet) interactivity Computer Programming python syntax and semantics language Python Programming iteration while loop computer-science algorithms
Data Science Ethics,University of Michigan,Beginner,4.7,https://www.coursera.org/learn/data-science-ethics,Social Media informed consent privacy relative change and difference analysis thought ethics Data Science consensus decision-making Type I And Type Ii Errors data-science data-analysis
Autism Spectrum Disorder,"University of California, Davis",Beginner,4.5,https://www.coursera.org/learn/autism-spectrum-disorder,spectrum disorders autism spectrum disorder Diagnostic Evaluation autism spectrum education evaluation autism child spectrum disorder Human Learning life-sciences patient-care
Single Page Web Applications with AngularJS,Johns Hopkins University,Advanced,4.9,https://www.coursera.org/learn/single-page-web-apps-with-angularjs,software web Software Architecture unit testing angularjs Javascript architecture Angular capgemini Web Development computer-science mobile-and-web-development
Major Engineering Project Performance,University of Leeds,Beginner,4.7,https://www.coursera.org/learn/major-engineering-project-performance,Project Management Mechanical Engineering engineering management project finance model project Engineering Projects Construction Management Leadership and Management microsoft project performance physical-science-and-engineering mechanical-engineering
Network Security & Database Vulnerabilities,IBM,Beginner,4.6,https://www.coursera.org/learn/network-security-database-vulnerabilities,Databases database security data security sql injection SQL code injection security network address Network Security internet protocol suite information-technology security
Computational Neuroscience,University of Washington,Intermediate,4.5,https://www.coursera.org/learn/computational-neuroscience,biological neuron model information theory Artificial Neural Networks Human Learning modeling reinforcement neuroscience computational neuroscience neural coding neuron (software) data-science machine-learning
Asian Environmental Humanities: Landscapes in Transition,University of Zurich,Intermediate,4.8,https://www.coursera.org/learn/asian-environmental-humanities,lived body architecture affordance history social experiment sustainability Landscape Architecture Culture Landscape Design art arts-and-humanities music-and-art
Writing in English at University,Lund University,Beginner,4.7,https://www.coursera.org/learn/writing-english-university,language ordered pair Proofreading essay writing english language editing Peer Review Writing academic writing secondary source language-learning learning-english
Structuring Machine Learning Projects,DeepLearning.AI,Beginner,4.8,https://www.coursera.org/learn/machine-learning-projects,bias Human Learning analysis computer multitasking error Strategy Deep Learning Multi-Task Learning Machine Learning project data-science data-analysis
Critical Perspectives on Management,IE Business School,Intermediate,4.7,https://www.coursera.org/learn/critical-management,market (economics) shareholder value enabling performance appraisal history motivation experience Leadership and Management supply chain vitality curve business leadership-and-management
